735235.0,552.58
735246.789474,565.26
735258.578947,577.87
735270.368421,590.54
735282.157895,603.22
735293.947368,604.42
735305.736842,589.80
735317.526316,575.26
735329.315789,560.64
735341.105263,546.02
735352.894737,531.48
735364.684211,527.07
735376.473684,557.32
735388.263158,565.55
735400.052632,564.73
735411.842105,576.82
735423.631579,588.97
735435.421053,601.12
735447.210526,580.27
735459.0,581.48
